Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
busuk  (104)_rot15,Busuk,0.05846733668341709,0.08580591399207091,0.056407035175879396,0.08838160652508775,0.9707663316582915,0.9570970430039647,0.9717964824120603,0.9558091967374562,0.05846733668341709,0.08580591399207091,0.056407035175879396,0.08838160652508775,0.5739815159786299,0.6251250783192488,0.5691363154796254,0.6297098416829363,0.7254290103153961,0.7048986317234651,0.7273279143834752,0.7027715926863889,0.8517212045707188,0.8395824150870866,0.8528352211203962,0.838314733668918,0.7336607960884284,0.6039570624678792,0.7429580466299409,0.5920687812353082
busuk  (105)_original,Busuk,0.04592964824120604,0.07171536072321406,0.044522613065326636,0.06878614176409686,0.9770351758793971,0.9641423196383929,0.9777386934673367,0.9656069291179515,0.04592964824120604,0.07171536072321406,0.044522613065326636,0.06878614176409686,0.4783593430226556,0.5207631606558988,0.47494597513388226,0.5153420454794231,0.7811031994141564,0.7657087032605047,0.7823829650766394,0.7682263625547516,0.8838004296299908,0.8750478291273596,0.8845241461241402,0.8764852323654698,0.7376598245563478,0.5724077276181302,0.7456965038916019,0.5898727640956994
busuk  (105)_flipY,Busuk,0.045527638190954775,0.06843261533799652,0.044221105527638194,0.07126082674679933,0.9772361809045226,0.9657836923310017,0.9778894472361809,0.9643695866266003,0.045527638190954775,0.06843261533799652,0.044221105527638194,0.07126082674679933,0.4750205915451251,0.5120689525032645,0.4718468842784768,0.5173024869070018,0.7830096108684123,0.7700977186579077,0.784198883866569,0.7676645898357441,0.8848783028577502,0.8775521173456923,0.8855500459412607,0.8761647047420617,0.7376465692109346,0.588134168557542,0.7451754756132699,0.571112407258075
busuk  (105)_flipX,Busuk,0.04557788944723618,0.0684831191131537,0.044371859296482415,0.0715133456225853,0.9772110552763819,0.9657584404434231,0.9778140703517588,0.9642433271887073,0.04557788944723618,0.0684831191131537,0.044371859296482415,0.0715133456225853,0.47838019144090155,0.5157285852461665,0.47544403453031264,0.5213598073973837,0.7808558900027777,0.7679116452592745,0.7819534380444939,0.7653056397485118,0.8836605060784247,0.8763056802619018,0.8842813115997046,0.8748174893933659,0.7405091979183344,0.5930773426333563,0.7473755476977831,0.5750719153162482
busuk  (105)_rot15,Busuk,0.05027638190954774,0.07878588924522108,0.05087939698492462,0.0757051589606323,0.9748618090452261,0.9606070553773894,0.9745603015075377,0.9621474205196839,0.05027638190954774,0.07878588924522108,0.05087939698492462,0.0757051589606323,0.5201122288847033,0.5747166716378278,0.5215416917801834,0.5690452195315141,0.7564317349940659,0.7346665000245712,0.7558897183783239,0.7372712850582543,0.8697308405443985,0.8571268867703143,0.8694191845009654,0.8586450285526926,0.7432515309669341,0.5912637289502266,0.740172089059491,0.6072463651899933
busuk  (106)_original,Busuk,0.0292964824120603,0.04797858639933335,0.02914572864321608,0.04914017322794879,0.9853517587939699,0.9760107068003333,0.985427135678392,0.9754299133860256,0.0292964824120603,0.04797858639933335,0.02914572864321608,0.04914017322794879,0.32482009502873477,0.3509642626182472,0.3244278777458783,0.3531477787124594,0.865111238352567,0.8563312536401774,0.8652531817378349,0.8552824786835563,0.9301135620732379,0.9253816799786871,0.930189863274071,0.9248148348094101,0.7247879057263895,0.5103831421962678,0.726204091460216,0.49852926037575646
busuk  (106)_flipY,Busuk,0.029296482412060305,0.04914017322794879,0.029045226130653266,0.04797858639933335,0.98535175879397,0.9754299133860256,0.9854773869346735,0.9760107068003333,0.029296482412060305,0.04914017322794879,0.029045226130653266,0.04797858639933335,0.32450819577225176,0.35279111915582206,0.32385427715616694,0.3506096857811493,0.8652895873841572,0.8554636398226345,0.8655261849448247,0.8565124147792553,0.9302094320012871,0.9249127741698859,0.9303365976595915,0.9254795593524772,0.7243260370157586,0.49760045826952154,0.7266903077103062,0.5094762953299542
busuk  (106)_flipX,Busuk,0.029396984924623115,0.04914017322794879,0.029095477386934673,0.047827075073861774,0.9853015075376884,0.9754299133860257,0.9854522613065326,0.9760864624630691,0.029396984924623115,0.04914017322794879,0.029095477386934673,0.047827075073861774,0.325314908166899,0.3534150189487384,0.32453051968029045,0.35094194903930814,0.8648828994217318,0.8551466346108766,0.8651667710411353,0.8563324052502116,0.929990806095271,0.9247413879625355,0.9301434142330608,0.9253823022136373,0.7241902853191855,0.4992234746994335,0.7270191029056553,0.5126049645841352
busuk  (106)_rot15,Busuk,0.03600502512562815,0.051766369536122826,0.03424623115577889,0.05464508472008282,0.981997487437186,0.9741168152319386,0.9828768844221106,0.9726774576399586,0.03600502512562815,0.051766369536122826,0.03424623115577889,0.05464508472008282,0.38199004474371356,0.41073711025336157,0.37741292110746905,0.41643846917217586,0.8353290633443602,0.8248104384683086,0.8370507648165451,0.8222380515534633,0.9139633818399729,0.9081907500455555,0.9149047845631506,0.9067734290071933,0.7229578692833482,0.589491205857488,0.7363155495700932,0.5666629119393191
busuk  (107)_original,Busuk,0.032663316582914576,0.050150248731092646,0.03050251256281407,0.05191788086159441,0.9836683417085427,0.9749248756344536,0.984748743718593,0.9740410595692028,0.032663316582914576,0.050150248731092646,0.03050251256281407,0.05191788086159441,0.34782998633048645,0.3713562014756806,0.3422953173271031,0.37469125817565097,0.8536602914067827,0.8459489612005943,0.855684606449332,0.844361747975461,0.9239373850033251,0.9197548375521567,0.925032219141221,0.9188915866278573,0.7153357009656447,0.5287332233465382,0.7341673392094561,0.512122611883425
busuk  (107)_flipY,Busuk,0.032663316582914576,0.05191788086159441,0.03050251256281407,0.050150248731092646,0.9836683417085427,0.9740410595692028,0.984748743718593,0.9749248756344536,0.032663316582914576,0.05191788086159441,0.03050251256281407,0.050150248731092646,0.34782998633048645,0.37469125817565097,0.3422953173271031,0.3713562014756806,0.8536602914067827,0.844361747975461,0.855684606449332,0.8459489612005943,0.9239373850033251,0.9188915866278573,0.925032219141221,0.9197548375521567,0.7153357009656447,0.512122611883425,0.7341673392094561,0.5287332233465382
busuk  (107)_flipX,Busuk,0.03271356783919599,0.051917880861594407,0.030502512562814072,0.05020075250624984,0.9836432160804021,0.9740410595692028,0.9847487437185931,0.9748996237468751,0.03271356783919599,0.051917880861594407,0.030502512562814072,0.05020075250624984,0.3481086720097298,0.3748632529515841,0.342446185797715,0.3716233424439155,0.8535251104770083,0.8442721366458178,0.8555963915052651,0.8458139142001972,0.9238642272958772,0.918842824777893,0.9249845358195267,0.9196814199494286,0.7151167748762148,0.5125331011299916,0.7343715550689132,0.5286555472015677
busuk  (107)_rot15,Busuk,0.03804020100502513,0.056589480063634755,0.03489949748743719,0.05714502159036388,0.9809798994974874,0.9717052599681827,0.9825502512562814,0.9714274892048181,0.03804020100502513,0.056589480063634755,0.03489949748743719,0.05714502159036388,0.39804408212140757,0.4324375645605101,0.3901931627454459,0.43351318147286005,0.8267956907653847,0.8136630494164009,0.8296858927173555,0.8131706921283625,0.9092830641584526,0.9020327318985719,0.9108709528343494,0.9017597751776038,0.721543982360244,0.5743546576671321,0.7445741251332157,0.5701760777780989
busuk  (108)_original,Busuk,0.03879396984924623,0.06444281710057827,0.04185929648241206,0.06302871139617687,0.9806030150753768,0.9677785914497109,0.979070351758794,0.9684856443019116,0.03879396984924623,0.06444281710057827,0.04185929648241206,0.06302871139617687,0.41848440647415563,0.4601211670806761,0.42544000503270457,0.45753682657489675,0.8146672861796419,0.799462347453461,0.8121865533698642,0.8006961949422665,0.9025892123106956,0.894126583573859,0.9012139331867125,0.8948162911694593,0.7379559843560946,0.5405071774389936,0.7166046263982311,0.5505900920406457
busuk  (108)_flipY,Busuk,0.03917085427135679,0.06330648215954142,0.042261306532663315,0.06537713694098633,0.9804145728643217,0.9683467589202293,0.9788693467336683,0.9673114315295068,0.03917085427135679,0.06330648215954142,0.042261306532663315,0.06537713694098633,0.4215473871861485,0.4604303942390356,0.4285844837111295,0.4642052886589779,0.812992980922199,0.7991053492993254,0.8104698694477414,0.7973011538690645,0.9016612340131958,0.893926926151867,0.9002610007368649,0.892917215574358,0.7377604757221297,0.5529073126545797,0.7164714278879666,0.5382836188522961
busuk  (108)_flipX,Busuk,0.03879396984924623,0.06302871139617687,0.04180904522613065,0.06434180955026388,0.980603015075377,0.9684856443019115,0.9790954773869347,0.967829095224868,0.03879396984924623,0.06302871139617687,0.04180904522613065,0.06434180955026388,0.41868711343649345,0.4577641494954475,0.425524036772925,0.46016640030298306,0.8145408158884878,0.8005676890358513,0.8121060692911796,0.7994218408777042,0.9025191498735569,0.8947444825400441,0.901169278932199,0.894103931809778,0.7381796513687918,0.5510014995310692,0.7171871052467755,0.5416473641046333
busuk  (108)_rot15,Busuk,0.043668341708542724,0.06734678417211687,0.04625628140703517,0.07163960506047827,0.9781658291457287,0.9663266079139415,0.9768718592964825,0.9641801974697609,0.043668341708542724,0.06734678417211687,0.04625628140703517,0.07163960506047827,0.46358999009299795,0.5092289125503542,0.46966595180372295,0.5171915960912872,0.7891848968460393,0.7715108662814253,0.7869318915557688,0.7678146890679594,0.8883607920468121,0.8783569128101772,0.8870918168689016,0.8762503575280066,0.7416895019115884,0.5935078343837233,0.7262155739698387,0.5675971976552768
busuk  (109)_original,Busuk,0.03271356783919598,0.051816873311280015,0.03105527638190955,0.05353400166662458,0.9836432160804021,0.97409156334436,0.9844723618090452,0.9732329991666877,0.03271356783919598,0.051816873311280015,0.03105527638190955,0.05353400166662458,0.3482606468927345,0.37484677343413675,0.3440301403146681,0.37801106106609805,0.8534369056336962,0.8442730650756127,0.8549894497613696,0.8427368376949531,0.9238164891544728,0.9188433299946258,0.9246563955120678,0.9180069921819513,0.7153354325941622,0.5138904355833516,0.7297654337069006,0.4977815416358212
busuk  (109)_flipY,Busuk,0.03271356783919598,0.05353400166662458,0.03105527638190955,0.051816873311280015,0.9836432160804021,0.9732329991666877,0.9844723618090452,0.97409156334436,0.03271356783919598,0.05353400166662458,0.03105527638190955,0.051816873311280015,0.3482606468927345,0.37801106106609805,0.3440301403146681,0.37484677343413675,0.8534369056336962,0.8427368376949531,0.8549894497613696,0.8442730650756127,0.9238164891544728,0.9180069921819513,0.9246563955120678,0.9188433299946258,0.7153354325941622,0.4977815416358212,0.7297654337069006,0.5138904355833516
busuk  (109)_flipX,Busuk,0.03271356783919599,0.05353400166662458,0.030954773869346735,0.051816873311280015,0.9836432160804021,0.9732329991666877,0.9845226130653266,0.97409156334436,0.03271356783919599,0.05353400166662458,0.030954773869346735,0.051816873311280015,0.3481846668353491,0.3779244622983544,0.34369491997969487,0.3747608704439018,0.8534810067927578,0.8427816369831964,0.8551278212671397,0.8443178643638561,0.923840357850185,0.9180313921556258,0.9247312156876395,0.9188677077598582,0.7152261488380757,0.4975703827757267,0.7305365709435554,0.5136860497432978
busuk  (109)_rot15,Busuk,0.0392964824120603,0.05621070174995581,0.03678391959798995,0.0598974773364309,0.9803517587939699,0.9718946491250222,0.981608040201005,0.9700512613317845,0.0392964824120603,0.05621070174995581,0.03678391959798995,0.0598974773364309,0.4080634868904751,0.43923844662361555,0.4017584949816804,0.44637476869282533,0.8214077977828842,0.8097062171321148,0.823771794904169,0.8064475063456853,0.9063155067540686,0.8998367724938311,0.9076187497535344,0.898024223696491,0.7209847982632487,0.5904285482904708,0.7387456395619033,0.5635653713140146
busuk  (11)_original,Busuk,0.051959798994974875,0.0773212797656625,0.045175879396984926,0.07328097775308705,0.9740201005025125,0.9613393601171689,0.9774120603015076,0.9633595111234564,0.051959798994974875,0.0773212797656625,0.045175879396984926,0.07328097775308705,0.5007512612470371,0.5399328778149171,0.4847165302611238,0.5327203142944141,0.7702979634352668,0.7554850855944139,0.7764229224009496,0.7589169090028378,0.8776662027418322,0.8691864504203997,0.8811486380860777,0.8711583719409679,0.7120416410127847,0.5535006594999513,0.7496377517122761,0.5768317811459369
busuk  (11)_flipY,Busuk,0.05201005025125628,0.07323047397792985,0.045175879396984926,0.07737178354081968,0.9739949748743718,0.963384763011035,0.9774120603015076,0.9613141082295901,0.05201005025125628,0.07323047397792985,0.045175879396984926,0.07737178354081968,0.5008659610996125,0.5326283008459355,0.4847165302611238,0.5400211983099239,0.7702529367945253,0.7589600133965788,0.7764229224009496,0.755442394402944,0.8776405510199067,0.8711831112898016,0.8811486380860777,0.8691618919412792,0.7117631513038997,0.5771234201665115,0.7496377517122761,0.5532090204793765
busuk  (11)_flipX,Busuk,0.05201005025125628,0.07333148152824423,0.04527638190954774,0.07747279109113406,0.9739949748743718,0.9633342592358779,0.9773618090452262,0.961263604454433,0.05201005025125628,0.07333148152824423,0.04527638190954774,0.07747279109113406,0.5010517261174661,0.5330157588857721,0.48514507226086373,0.540403701682246,0.7701324284740283,0.7587513258444557,0.7762110022474181,0.7552345434578892,0.8775718936212737,0.8710633305589529,0.8810283776629548,0.869042313962841,0.7119555219552226,0.5768394415315383,0.7492482369871067,0.5529419444279474
busuk  (11)_rot15,Busuk,0.055879396984924626,0.08333122900936846,0.05226130653266332,0.07838185904396354,0.9720603015075376,0.9583343854953158,0.9738693467336684,0.9608090704780181,0.055879396984924626,0.08333122900936846,0.05226130653266332,0.07838185904396354,0.5420528827616864,0.5924675686571994,0.5335122275701369,0.5835268167291615,0.7454368728062423,0.7248698797193247,0.7487801330774476,0.7290188717837057,0.8633868616131718,0.8513929056078191,0.8653208266749666,0.8538260196220924,0.723103716932937,0.5807085769111785,0.7408827548364926,0.6056119462825146
busuk  (111)_original,Busuk,0.05065326633165829,0.07333148152824423,0.04472361809045226,0.07722027221534809,0.9746733668341708,0.963334259235878,0.9776381909547739,0.961389863892326,0.05065326633165829,0.07333148152824423,0.04472361809045226,0.07722027221534809,0.4973163299627309,0.5323370970113852,0.4831810221004228,0.5392753908540608,0.7717517032398172,0.7591596946695633,0.7771158001060579,0.7558563682403447,0.8784939972702245,0.8712977072560006,0.8815417177343667,0.8694000047390986,0.7188441054815643,0.5758399086008069,0.7517571963081272,0.5533465704205468
busuk  (111)_flipY,Busuk,0.05105527638190955,0.0779273250675488,0.0449748743718593,0.07393752683013055,0.9744723618090453,0.9610363374662256,0.9775125628140703,0.9630312365849347,0.05105527638190955,0.0779273250675488,0.0449748743718593,0.07393752683013055,0.5018160734633359,0.5444819793402799,0.48731722884200057,0.5373634888276553,0.7690637559657584,0.7528940242324679,0.77456025605414,0.756277912351459,0.8769628019281994,0.8676946607145095,0.8800910498659443,0.8696424048719444,0.7202260652654373,0.5553395794731221,0.7535455988312659,0.5781057319174664
busuk  (111)_flipX,Busuk,0.05085427135678392,0.07737178354081968,0.04457286432160804,0.07272543622635792,0.9745728643216081,0.9613141082295902,0.977713567839196,0.9636372818868211,0.05085427135678392,0.07737178354081968,0.04457286432160804,0.07272543622635792,0.4973476555521824,0.5390587517053111,0.48238384116496286,0.5307563691721179,0.7718524999368702,0.7560142893022862,0.7775344902906492,0.7599632328027746,0.8785513644271861,0.8694908218620172,0.881779161860071,0.8717587010192526,0.7172868298329103,0.5517286206620821,0.7522069348436674,0.5786483118494766
